************************************************************************************************************************************************

2020-08-16 23:19:40
Starting photon ID training BDT

inFilePath	=	/hdfs/cms/user/wadud/anTGC/BDTdata/mergedSamplesShuffled.root
saveDir		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p02MaxD20/
inTreeName	=	fullEB_Tree
chunksize	=	2000000
logFile		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p02MaxD20//trainWithTune_2020_08_16_23_19_40.log

BDT input features (17) :
['phoE1x3OESCrFull5x5', 'phoE2ndOE3x3Full5x5', 'phoE2ndOESCrFull5x5', 'phoE2ndOEmaxFull5x5', 'phoE2x5OESCrFull5x5', 'phoE5x5OESCrFull5x5', 'phoEmaxOE3x3Full5x5', 'phoEmaxOESCrFull5x5', 'phoEtaWOPhiWFull5x5', 'phoEtaWidth', 'phoPhiWidth', 'phoR9Full5x5', 'phoS4Full5x5', 'phoSieieOSipipFull5x5', 'phoSigmaIEtaIEta', 'phoSigmaIEtaIPhi', 'phoSigmaIPhiIPhi']



Training with params:
{'eval_metric': 'auc', 'sampling_method': 'uniform', 'alpha': 0.01, 'tree_method': 'exact', 'booster': 'gbtree', 'colsample_bytree': 0.5, 'verbosity': 1, 'nthread': -1, 'min_child_weight': 1.8, 'predictor': 'cpu_predictor', 'subsample': 0.5, 'eta': 0.02, 'objective': 'binary:logistic', 'max_depth': 20, 'gamma': 0.05}




Total data:
Total Events	=	2000000 (B/S= 1672280 / 327720 = 5.10)
BackgroundSumW/SignalSumW 	=	118920104.000000 / 962626.812500	=	123.537079
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	118959856.000000 / 962626.812500	=	123.578377

Training data:
Total Events	=	819550 (B/S= 684955 / 134595 = 5.09)
BackgroundSumW/SignalSumW 	=	48728768.000000 / 396644.968750	=	122.852356
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48750264.000000 / 396644.968750	=	122.906548

Validation data:
Total Events	=	579872 (B/S= 485148 / 94724 = 5.12)
BackgroundSumW/SignalSumW 	=	34831516.000000 / 277818.906250	=	125.374893
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34816180.000000 / 277818.906250	=	125.319695

Test data:
Total Events	=	600578 (B/S= 502177 / 98401 = 5.10)
BackgroundSumW/SignalSumW 	=	35359820.000000 / 288163.031250	=	122.707687
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35393416.000000 / 288163.031250	=	122.824280


[0]	train-auc:0.996022	test-auc:0.993524	validation-auc:0.993247
            0.998321, 
            0.998318, 
            0.998318, 
            0.998317, 
            0.998319, 
            0.998318, 
            0.998316, 
            0.998315, 
            0.998317, 
            0.998315, 
            0.998316, 
            0.998316, 
            0.998317, 
            0.998318, 
            0.998317, 
            0.998317, 
            0.99832
        ]
    }, 
    "train": {
        "auc": [
            0.99799, 
            0.998113, 
            0.998243, 
            0.998311, 
            0.998365, 
            0.998444, 
            0.998492, 
            0.998532, 
            0.998579, 
            0.998614, 
            0.998654, 
            0.998688, 
            0.998727, 
            0.998763, 
            0.998798, 
            0.998822, 
            0.99886, 
            0.998891, 
            0.998919, 
            0.998953, 
            0.99898, 
            0.999008, 
            0.999034, 
            0.999062, 
            0.999085, 
            0.999108, 
            0.999129, 
            0.999147, 
            0.999171, 
            0.999193, 
            0.99921, 
            0.999233, 
            0.999253, 
            0.999275, 
            0.999297, 
            0.99932, 
            0.999339, 
            0.999358, 
            0.999375, 
            0.999394, 
            0.999408, 
            0.999425, 
            0.99944, 
            0.999455, 
            0.999469, 
            0.999485, 
            0.999501, 
            0.999515, 
            0.999529, 
            0.999544, 
            0.999557, 
            0.999571, 
            0.999586, 
            0.999601, 
            0.999613, 
            0.999626, 
            0.999639, 
            0.999651, 
            0.999663, 
            0.999674, 
            0.999686, 
            0.999698, 
            0.999708, 
            0.999717, 
            0.999728, 
            0.999739, 
            0.999749, 
            0.99976, 
            0.99977, 
            0.999779, 
            0.999787, 
            0.999796, 
            0.999805, 
            0.999812
        ]
    }
}



Chunk 6 processed!


Total data:
Total Events	=	2000000 (B/S= 1671677 / 328323 = 5.09)
BackgroundSumW/SignalSumW 	=	119752384.000000 / 963410.250000	=	124.300507
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119747544.000000 / 963410.250000	=	124.295486

Training data:
Total Events	=	820593 (B/S= 686071 / 134522 = 5.10)
BackgroundSumW/SignalSumW 	=	48761676.000000 / 397016.875000	=	122.820160
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48740364.000000 / 397016.875000	=	122.766479

Validation data:
Total Events	=	580907 (B/S= 485372 / 95535 = 5.08)
BackgroundSumW/SignalSumW 	=	35088800.000000 / 279515.281250	=	125.534462
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35101200.000000 / 279515.281250	=	125.578819

Test data:
Total Events	=	598500 (B/S= 500234 / 98266 = 5.09)
BackgroundSumW/SignalSumW 	=	35901908.000000 / 286877.968750	=	125.146965
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35906020.000000 / 286877.968750	=	125.161301


[0]	train-auc:0.998329	test-auc:0.998182	validation-auc:0.998053
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.998397	test-auc:0.998185	validation-auc:0.99806
[2]	train-auc:0.998483	test-auc:0.998182	validation-auc:0.99806
[3]	train-auc:0.998552	test-auc:0.998184	validation-auc:0.998056
[4]	train-auc:0.998608	test-auc:0.998185	validation-auc:0.998052
[5]	train-auc:0.998649	test-auc:0.998183	validation-auc:0.998053
[6]	train-auc:0.998688	test-auc:0.998186	validation-auc:0.998056
[7]	train-auc:0.99874	test-auc:0.998186	validation-auc:0.998056
[8]	train-auc:0.998786	test-auc:0.998191	validation-auc:0.998053
[9]	train-auc:0.998829	test-auc:0.998184	validation-auc:0.998058
[10]	train-auc:0.99887	test-auc:0.998185	validation-auc:0.998056
[11]	train-auc:0.998903	test-auc:0.998182	validation-auc:0.998053
Stopping. Best iteration:
[1]	train-auc:0.998397	test-auc:0.998185	validation-auc:0.99806


Validation progress:

{
    "test": {
        "auc": [
            0.998182, 
            0.998185, 
            0.998182, 
            0.998184, 
            0.998185, 
            0.998183, 
            0.998186, 
            0.998186, 
            0.998191, 
            0.998184, 
            0.998185
        ]
    }, 
    "train": {
        "auc": [
            0.998329, 
            0.998397, 
            0.998483, 
            0.998552, 
            0.998608, 
            0.998649, 
            0.998688, 
            0.99874, 
            0.998786, 
            0.998829, 
            0.99887
        ]
    }, 
    "validation": {
        "auc": [
            0.998053, 
            0.99806, 
            0.99806, 
            0.998056, 
            0.998052, 
            0.998053, 
            0.998056, 
            0.998056, 
            0.998053, 
            0.998058, 
            0.998056
        ]
    }
}



[0]	train-auc:0.998317	test-auc:0.998198
[1]	train-auc:0.998384	test-auc:0.998199

Post-validation progress:

{
    "test": {
        "auc": [
            0.998198, 
            0.998199
        ]
    }, 
    "train": {
        "auc": [
            0.998317, 
            0.998384
        ]
    }
}



Chunk 7 processed!


Total data:
Total Events	=	2000000 (B/S= 1672174 / 327826 = 5.10)
BackgroundSumW/SignalSumW 	=	119206624.000000 / 956016.625000	=	124.690956
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119255736.000000 / 956016.625000	=	124.742325

Training data:
Total Events	=	819998 (B/S= 685754 / 134244 = 5.11)
BackgroundSumW/SignalSumW 	=	49347988.000000 / 391500.468750	=	126.048347
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	49385164.000000 / 391500.468750	=	126.143311

Validation data:
Total Events	=	579714 (B/S= 484562 / 95152 = 5.09)
BackgroundSumW/SignalSumW 	=	34157648.000000 / 276110.468750	=	123.710083
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34164028.000000 / 276110.468750	=	123.733185

Test data:
Total Events	=	600288 (B/S= 501858 / 98430 = 5.10)
BackgroundSumW/SignalSumW 	=	35700956.000000 / 288405.781250	=	123.787239
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35706536.000000 / 288405.781250	=	123.806587


[0]	train-auc:0.998339	test-auc:0.997966	validation-auc:0.998175
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.998414	test-auc:0.997961	validation-auc:0.998175
[2]	train-auc:0.998525	test-auc:0.99797	validation-auc:0.998178
[3]	train-auc:0.998578	test-auc:0.997969	validation-auc:0.998176
[4]	train-auc:0.99863	test-auc:0.997974	validation-auc:0.998177
[5]	train-auc:0.998677	test-auc:0.997973	validation-auc:0.998177
[6]	train-auc:0.998718	test-auc:0.997968	validation-auc:0.998174
[7]	train-auc:0.99876	test-auc:0.997966	validation-auc:0.998173
[8]	train-auc:0.998803	test-auc:0.99797	validation-auc:0.998174
[9]	train-auc:0.998842	test-auc:0.997974	validation-auc:0.998173
[10]	train-auc:0.998875	test-auc:0.997983	validation-auc:0.998174
[11]	train-auc:0.998908	test-auc:0.997979	validation-auc:0.998177
[12]	train-auc:0.998946	test-auc:0.99798	validation-auc:0.998174
Stopping. Best iteration:
[2]	train-auc:0.998525	test-auc:0.99797	validation-auc:0.998178


Validation progress:

{
    "test": {
        "auc": [
            0.997966, 
            0.997961, 
            0.99797, 
            0.997969, 
            0.997974, 
            0.997973, 
            0.997968, 
            0.997966, 
            0.99797, 
            0.997974, 
            0.997983, 
            0.997979
        ]
    }, 
    "train": {
        "auc": [
            0.998339, 
            0.998414, 
            0.998525, 
            0.998578, 
            0.99863, 
            0.998677, 
            0.998718, 
            0.99876, 
            0.998803, 
            0.998842, 
            0.998875, 
            0.998908
        ]
    }, 
    "validation": {
        "auc": [
            0.998175, 
            0.998175, 
            0.998178, 
            0.998176, 
            0.998177, 
            0.998177, 
            0.998174, 
            0.998173, 
            0.998174, 
            0.998173, 
            0.998174, 
            0.998177
        ]
    }
}



[0]	train-auc:0.998296	test-auc:0.99795
[1]	train-auc:0.998362	test-auc:0.997949
[2]	train-auc:0.998471	test-auc:0.99795

Post-validation progress:

{
    "test": {
        "auc": [
            0.99795, 
            0.997949, 
            0.99795
        ]
    }, 
    "train": {
        "auc": [
            0.998296, 
            0.998362, 
            0.998471
        ]
    }
}



Chunk 8 processed!


Total data:
Total Events	=	2000000 (B/S= 1671308 / 328692 = 5.08)
BackgroundSumW/SignalSumW 	=	119696072.000000 / 957383.625000	=	125.024147
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119694608.000000 / 957383.625000	=	125.022621

Training data:
Total Events	=	819603 (B/S= 684740 / 134863 = 5.08)
BackgroundSumW/SignalSumW 	=	48531416.000000 / 390928.781250	=	124.143883
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48559712.000000 / 390928.781250	=	124.216263

Validation data:
Total Events	=	580741 (B/S= 485485 / 95256 = 5.10)
BackgroundSumW/SignalSumW 	=	35497644.000000 / 278637.500000	=	127.397224
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35469696.000000 / 278637.500000	=	127.296921

Test data:
Total Events	=	599656 (B/S= 501083 / 98573 = 5.08)
BackgroundSumW/SignalSumW 	=	35666996.000000 / 287817.343750	=	123.922333
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35665172.000000 / 287817.343750	=	123.915993


[0]	train-auc:0.998124	test-auc:0.998295	validation-auc:0.997788
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.998264	test-auc:0.9983	validation-auc:0.997788
[2]	train-auc:0.998345	test-auc:0.998296	validation-auc:0.997787
[3]	train-auc:0.998401	test-auc:0.998293	validation-auc:0.997793
[4]	train-auc:0.998462	test-auc:0.99829	validation-auc:0.997784
[5]	train-auc:0.998523	test-auc:0.998295	validation-auc:0.99779
[6]	train-auc:0.998574	test-auc:0.998297	validation-auc:0.99779
[7]	train-auc:0.998627	test-auc:0.9983	validation-auc:0.997792
[8]	train-auc:0.998675	test-auc:0.998302	validation-auc:0.997789
[9]	train-auc:0.998722	test-auc:0.9983	validation-auc:0.997785
[10]	train-auc:0.998761	test-auc:0.998295	validation-auc:0.997785
[11]	train-auc:0.998796	test-auc:0.998293	validation-auc:0.997777
[12]	train-auc:0.998837	test-auc:0.998293	validation-auc:0.997783
[13]	train-auc:0.998874	test-auc:0.998294	validation-auc:0.997784
Stopping. Best iteration:
[3]	train-auc:0.998401	test-auc:0.998293	validation-auc:0.997793


Validation progress:

{
    "test": {
        "auc": [
            0.998295, 
            0.9983, 
            0.998296, 
            0.998293, 
            0.99829, 
            0.998295, 
            0.998297, 
            0.9983, 
            0.998302, 
            0.9983, 
            0.998295, 
            0.998293, 
            0.998293
        ]
    }, 
    "train": {
        "auc": [
            0.998124, 
            0.998264, 
            0.998345, 
            0.998401, 
            0.998462, 
            0.998523, 
            0.998574, 
            0.998627, 
            0.998675, 
            0.998722, 
            0.998761, 
            0.998796, 
            0.998837
        ]
    }, 
    "validation": {
        "auc": [
            0.997788, 
            0.997788, 
            0.997787, 
            0.997793, 
            0.997784, 
            0.99779, 
            0.99779, 
            0.997792, 
            0.997789, 
            0.997785, 
            0.997785, 
            0.997777, 
            0.997783
        ]
    }
}



[0]	train-auc:0.99808	test-auc:0.998285
[1]	train-auc:0.998206	test-auc:0.998279
[2]	train-auc:0.998278	test-auc:0.99828
[3]	train-auc:0.998367	test-auc:0.998285

Post-validation progress:

{
    "test": {
        "auc": [
            0.998285, 
            0.998279, 
            0.99828, 
            0.998285
        ]
    }, 
    "train": {
        "auc": [
            0.99808, 
            0.998206, 
            0.998278, 
            0.998367
        ]
    }
}



Chunk 9 processed!


Total data:
Total Events	=	2000000 (B/S= 1671916 / 328084 = 5.10)
BackgroundSumW/SignalSumW 	=	119575480.000000 / 956222.125000	=	125.049896
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119533256.000000 / 956222.125000	=	125.005745

Training data:
Total Events	=	820757 (B/S= 686413 / 134344 = 5.11)
BackgroundSumW/SignalSumW 	=	48731792.000000 / 389780.562500	=	125.023659
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48695760.000000 / 389780.562500	=	124.931213

Validation data:
Total Events	=	579715 (B/S= 484732 / 94983 = 5.10)
BackgroundSumW/SignalSumW 	=	34900936.000000 / 278471.343750	=	125.330437
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34869020.000000 / 278471.343750	=	125.215828

Test data:
Total Events	=	599528 (B/S= 500771 / 98757 = 5.07)
BackgroundSumW/SignalSumW 	=	35942728.000000 / 287970.156250	=	124.814072
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35968420.000000 / 287970.156250	=	124.903290


[0]	train-auc:0.997922	test-auc:0.997534	validation-auc:0.998043
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.997985	test-auc:0.997538	validation-auc:0.998041
[2]	train-auc:0.998174	test-auc:0.997538	validation-auc:0.998034
[3]	train-auc:0.998254	test-auc:0.997544	validation-auc:0.998037
[4]	train-auc:0.998322	test-auc:0.997541	validation-auc:0.998037
[5]	train-auc:0.998361	test-auc:0.997541	validation-auc:0.998036
[6]	train-auc:0.998407	test-auc:0.997539	validation-auc:0.998031
[7]	train-auc:0.998455	test-auc:0.997537	validation-auc:0.998031
[8]	train-auc:0.998501	test-auc:0.997544	validation-auc:0.998032
[9]	train-auc:0.998549	test-auc:0.997545	validation-auc:0.998037
[10]	train-auc:0.998594	test-auc:0.99754	validation-auc:0.998037
Stopping. Best iteration:
[0]	train-auc:0.997922	test-auc:0.997534	validation-auc:0.998043


Validation progress:

{
    "test": {
        "auc": [
            0.997534, 
            0.997538, 
            0.997538, 
            0.997544, 
            0.997541, 
            0.997541, 
            0.997539, 
            0.997537, 
            0.997544, 
            0.997545
        ]
    }, 
    "train": {
        "auc": [
            0.997922, 
            0.997985, 
            0.998174, 
            0.998254, 
            0.998322, 
            0.998361, 
            0.998407, 
            0.998455, 
            0.998501, 
            0.998549
        ]
    }, 
    "validation": {
        "auc": [
            0.998043, 
            0.998041, 
            0.998034, 
            0.998037, 
            0.998037, 
            0.998036, 
            0.998031, 
            0.998031, 
            0.998032, 
            0.998037
        ]
    }
}



[0]	train-auc:0.99808	test-auc:0.99754

Post-validation progress:

{
    "test": {
        "auc": [
            0.99754
        ]
    }, 
    "train": {
        "auc": [
            0.99808
        ]
    }
}



Chunk 10 processed!


Total data:
Total Events	=	2000000 (B/S= 1671029 / 328971 = 5.08)
BackgroundSumW/SignalSumW 	=	119963848.000000 / 964521.562500	=	124.376534
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119991832.000000 / 964521.562500	=	124.405548

Training data:
Total Events	=	819610 (B/S= 684667 / 134943 = 5.07)
BackgroundSumW/SignalSumW 	=	48773156.000000 / 394311.343750	=	123.691994
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48820660.000000 / 394311.343750	=	123.812469

Validation data:
Total Events	=	579479 (B/S= 484391 / 95088 = 5.09)
BackgroundSumW/SignalSumW 	=	35046196.000000 / 279242.843750	=	125.504364
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35040260.000000 / 279242.843750	=	125.483109

Test data:
Total Events	=	600911 (B/S= 501971 / 98940 = 5.07)
BackgroundSumW/SignalSumW 	=	36144488.000000 / 290967.187500	=	124.221870
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	36130908.000000 / 290967.187500	=	124.175194


[0]	train-auc:0.998227	test-auc:0.997388	validation-auc:0.997886
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.998375	test-auc:0.997381	validation-auc:0.997888
[2]	train-auc:0.998439	test-auc:0.997385	validation-auc:0.99789
[3]	train-auc:0.998506	test-auc:0.997385	validation-auc:0.997889
[4]	train-auc:0.998565	test-auc:0.997385	validation-auc:0.997888
[5]	train-auc:0.998616	test-auc:0.997384	validation-auc:0.997885
[6]	train-auc:0.998667	test-auc:0.99738	validation-auc:0.997884
[7]	train-auc:0.998713	test-auc:0.997375	validation-auc:0.997885
[8]	train-auc:0.998757	test-auc:0.997371	validation-auc:0.997885
[9]	train-auc:0.998805	test-auc:0.997378	validation-auc:0.99789
[10]	train-auc:0.998843	test-auc:0.99738	validation-auc:0.997889
[11]	train-auc:0.998877	test-auc:0.997396	validation-auc:0.997894
[12]	train-auc:0.998908	test-auc:0.997403	validation-auc:0.99789
[13]	train-auc:0.998944	test-auc:0.997403	validation-auc:0.997888
[14]	train-auc:0.998977	test-auc:0.997402	validation-auc:0.99789
[15]	train-auc:0.999006	test-auc:0.997398	validation-auc:0.997895
[16]	train-auc:0.999036	test-auc:0.997398	validation-auc:0.997896
[17]	train-auc:0.999064	test-auc:0.997397	validation-auc:0.997894
[18]	train-auc:0.999091	test-auc:0.997399	validation-auc:0.997895
[19]	train-auc:0.99912	test-auc:0.997401	validation-auc:0.997899
[20]	train-auc:0.999145	test-auc:0.997399	validation-auc:0.997901
[21]	train-auc:0.999171	test-auc:0.9974	validation-auc:0.9979
[22]	train-auc:0.999197	test-auc:0.997399	validation-auc:0.997897
[23]	train-auc:0.999221	test-auc:0.997402	validation-auc:0.997897
[24]	train-auc:0.999243	test-auc:0.9974	validation-auc:0.997896
[25]	train-auc:0.999265	test-auc:0.997401	validation-auc:0.997898
[26]	train-auc:0.999287	test-auc:0.997401	validation-auc:0.997896
[27]	train-auc:0.999309	test-auc:0.997402	validation-auc:0.997896
[28]	train-auc:0.99933	test-auc:0.997403	validation-auc:0.997895
[29]	train-auc:0.999352	test-auc:0.997404	validation-auc:0.997896
[30]	train-auc:0.999369	test-auc:0.997404	validation-auc:0.997892
Stopping. Best iteration:
[20]	train-auc:0.999145	test-auc:0.997399	validation-auc:0.997901


Validation progress:

{
    "test": {
        "auc": [
            0.997388, 
            0.997381, 
            0.997385, 
            0.997385, 
            0.997385, 
            0.997384, 
            0.99738, 
            0.997375, 
            0.997371, 
            0.997378, 
            0.99738, 
            0.997396, 
            0.997403, 
            0.997403, 
            0.997402, 
            0.997398, 
            0.997398, 
            0.997397, 
            0.997399, 
            0.997401, 
            0.997399, 
            0.9974, 
            0.997399, 
            0.997402, 
            0.9974, 
            0.997401, 
            0.997401, 
            0.997402, 
            0.997403, 
            0.997404
        ]
    }, 
    "train": {
        "auc": [
            0.998227, 
            0.998375, 
            0.998439, 
            0.998506, 
            0.998565, 
            0.998616, 
            0.998667, 
            0.998713, 
            0.998757, 
            0.998805, 
            0.998843, 
            0.998877, 
            0.998908, 
            0.998944, 
            0.998977, 
            0.999006, 
            0.999036, 
            0.999064, 
            0.999091, 
            0.99912, 
            0.999145, 
            0.999171, 
            0.999197, 
            0.999221
