************************************************************************************************************************************************

2020-08-16 23:15:47
Starting photon ID training BDT

inFilePath	=	/hdfs/cms/user/wadud/anTGC/BDTdata/mergedSamplesShuffled.root
saveDir		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p1/
inTreeName	=	fullEB_Tree
chunksize	=	2000000
logFile		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p1//trainWithTune_2020_08_16_23_15_47.log

BDT input features (17) :
['phoE1x3OESCrFull5x5', 'phoE2ndOE3x3Full5x5', 'phoE2ndOESCrFull5x5', 'phoE2ndOEmaxFull5x5', 'phoE2x5OESCrFull5x5', 'phoE5x5OESCrFull5x5', 'phoEmaxOE3x3Full5x5', 'phoEmaxOESCrFull5x5', 'phoEtaWOPhiWFull5x5', 'phoEtaWidth', 'phoPhiWidth', 'phoR9Full5x5', 'phoS4Full5x5', 'phoSieieOSipipFull5x5', 'phoSigmaIEtaIEta', 'phoSigmaIEtaIPhi', 'phoSigmaIPhiIPhi']



Training with params:
{'eval_metric': 'auc', 'sampling_method': 'uniform', 'alpha': 0.01, 'tree_method': 'exact', 'booster': 'gbtree', 'colsample_bytree': 0.5, 'verbosity': 1, 'nthread': -1, 'min_child_weight': 1.8, 'predictor': 'cpu_predictor', 'subsample': 0.5, 'eta': 0.1, 'objective': 'binary:logistic', 'max_depth': 22, 'gamma': 0.05}




Total data:
Total Events	=	2000000 (B/S= 1672280 / 327720 = 5.10)
BackgroundSumW/SignalSumW 	=	118920104.000000 / 962626.812500	=	123.537079
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	118959856.000000 / 962626.812500	=	123.578377

Training data:
Total Events	=	819550 (B/S= 684955 / 134595 = 5.09)
BackgroundSumW/SignalSumW 	=	48728768.000000 / 396644.968750	=	122.852356
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48750264.000000 / 396644.968750	=	122.906548

Validation data:
Total Events	=	579872 (B/S= 485148 / 94724 = 5.12)
BackgroundSumW/SignalSumW 	=	34831516.000000 / 277818.906250	=	125.374893
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34816180.000000 / 277818.906250	=	125.319695

Test data:
Total Events	=	600578 (B/S= 502177 / 98401 = 5.10)
BackgroundSumW/SignalSumW 	=	35359820.000000 / 288163.031250	=	122.707687
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35393416.000000 / 288163.031250	=	122.824280


[0]	train-auc:0.996117	test-auc:0.993527	validation-auc:0.993337
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	49373160.000000 / 391636.093750	=	126.068970

Validation data:
Total Events	=	579881 (B/S= 484905 / 94976 = 5.11)
BackgroundSumW/SignalSumW 	=	34338536.000000 / 274380.843750	=	125.149178
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34320340.000000 / 274380.843750	=	125.082855

Test data:
Total Events	=	599563 (B/S= 501574 / 97989 = 5.12)
BackgroundSumW/SignalSumW 	=	36028376.000000 / 286319.937500	=	125.832581
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	36060152.000000 / 286319.937500	=	125.943558


[0]	train-auc:0.997924	test-auc:0.997537	validation-auc:0.997781
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.998121	test-auc:0.997259	validation-auc:0.997482
[2]	train-auc:0.998486	test-auc:0.99714	validation-auc:0.997359
[3]	train-auc:0.998693	test-auc:0.997078	validation-auc:0.997356
[4]	train-auc:0.998845	test-auc:0.997082	validation-auc:0.997378
[5]	train-auc:0.998965	test-auc:0.997071	validation-auc:0.997365
[6]	train-auc:0.99907	test-auc:0.997063	validation-auc:0.997355
[7]	train-auc:0.999158	test-auc:0.997063	validation-auc:0.997371
[8]	train-auc:0.999232	test-auc:0.997093	validation-auc:0.997363
[9]	train-auc:0.999302	test-auc:0.997094	validation-auc:0.997362
[10]	train-auc:0.999358	test-auc:0.997096	validation-auc:0.997364
Stopping. Best iteration:
[0]	train-auc:0.997924	test-auc:0.997537	validation-auc:0.997781


Validation progress:

{
    "test": {
        "auc": [
            0.997537, 
            0.997259, 
            0.99714, 
            0.997078, 
            0.997082, 
            0.997071, 
            0.997063, 
            0.997063, 
            0.997093, 
            0.997094
        ]
    }, 
    "train": {
        "auc": [
            0.997924, 
            0.998121, 
            0.998486, 
            0.998693, 
            0.998845, 
            0.998965, 
            0.99907, 
            0.999158, 
            0.999232, 
            0.999302
        ]
    }, 
    "validation": {
        "auc": [
            0.997781, 
            0.997482, 
            0.997359, 
            0.997356, 
            0.997378, 
            0.997365, 
            0.997355, 
            0.997371, 
            0.997363, 
            0.997362
        ]
    }
}



[0]	train-auc:0.997443	test-auc:0.996607

Post-validation progress:

{
    "test": {
        "auc": [
            0.996607
        ]
    }, 
    "train": {
        "auc": [
            0.997443
        ]
    }
}



Chunk 1 processed!


Total data:
Total Events	=	2000000 (B/S= 1671596 / 328404 = 5.09)
BackgroundSumW/SignalSumW 	=	119429912.000000 / 953133.312500	=	125.302422
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119394792.000000 / 953133.312500	=	125.265572

Training data:
Total Events	=	820407 (B/S= 685194 / 135213 = 5.07)
BackgroundSumW/SignalSumW 	=	48931420.000000 / 395665.343750	=	123.668701
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48915464.000000 / 395665.343750	=	123.628380

Validation data:
Total Events	=	580885 (B/S= 485943 / 94942 = 5.12)
BackgroundSumW/SignalSumW 	=	34736480.000000 / 273824.375000	=	126.856789
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34768452.000000 / 273824.375000	=	126.973549

Test data:
Total Events	=	598708 (B/S= 500459 / 98249 = 5.09)
BackgroundSumW/SignalSumW 	=	35761992.000000 / 283643.437500	=	126.080803
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35710892.000000 / 283643.437500	=	125.900642


[0]	train-auc:0.995003	test-auc:0.994715	validation-auc:0.994161
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.995322	test-auc:0.99459	validation-auc:0.994037
[2]	train-auc:0.995592	test-auc:0.994566	validation-auc:0.994026
[3]	train-auc:0.995719	test-auc:0.994563	validation-auc:0.99403
[4]	train-auc:0.995853	test-auc:0.994578	validation-auc:0.994053
[5]	train-auc:0.996009	test-auc:0.994519	validation-auc:0.994029
[6]	train-auc:0.996131	test-auc:0.994554	validation-auc:0.994058
[7]	train-auc:0.996298	test-auc:0.994548	validation-auc:0.993946
[8]	train-auc:0.996395	test-auc:0.994555	validation-auc:0.993944
[9]	train-auc:0.996478	test-auc:0.994537	validation-auc:0.993963
[10]	train-auc:0.996541	test-auc:0.994537	validation-auc:0.993968
Stopping. Best iteration:
[0]	train-auc:0.995003	test-auc:0.994715	validation-auc:0.994161


Validation progress:

{
    "test": {
        "auc": [
            0.994715, 
            0.99459, 
            0.994566, 
            0.994563, 
            0.994578, 
            0.994519, 
            0.994554, 
            0.994548, 
            0.994555, 
            0.994537
        ]
    }, 
    "train": {
        "auc": [
            0.995003, 
            0.995322, 
            0.995592, 
            0.995719, 
            0.995853, 
            0.996009, 
            0.996131, 
            0.996298, 
            0.996395, 
            0.996478
        ]
    }, 
    "validation": {
        "auc": [
            0.994161, 
            0.994037, 
            0.994026, 
            0.99403, 
            0.994053, 
            0.994029, 
            0.994058, 
            0.993946, 
            0.993944, 
            0.993963
        ]
    }
}



[0]	train-auc:0.995323	test-auc:0.994898

Post-validation progress:

{
    "test": {
        "auc": [
            0.994898
        ]
    }, 
    "train": {
        "auc": [
            0.995323
        ]
    }
}



Chunk 2 processed!


Total data:
Total Events	=	2000000 (B/S= 1671417 / 328583 = 5.09)
BackgroundSumW/SignalSumW 	=	119300864.000000 / 955788.187500	=	124.819351
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119313904.000000 / 955788.187500	=	124.833000

Training data:
Total Events	=	819813 (B/S= 685184 / 134629 = 5.09)
BackgroundSumW/SignalSumW 	=	48727980.000000 / 390602.000000	=	124.750977
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48767740.000000 / 390602.000000	=	124.852768

Validation data:
Total Events	=	580850 (B/S= 485366 / 95484 = 5.08)
BackgroundSumW/SignalSumW 	=	34464016.000000 / 281335.500000	=	122.501480
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34450308.000000 / 281335.500000	=	122.452759

Test data:
Total Events	=	599337 (B/S= 500867 / 98470 = 5.09)
BackgroundSumW/SignalSumW 	=	36108880.000000 / 283850.562500	=	127.210884
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	36095796.000000 / 283850.562500	=	127.164787


[0]	train-auc:0.995468	test-auc:0.994383	validation-auc:0.994637
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.996059	test-auc:0.994282	validation-auc:0.994695
[2]	train-auc:0.996495	test-auc:0.994301	validation-auc:0.994469
[3]	train-auc:0.996803	test-auc:0.994432	validation-auc:0.994592
[4]	train-auc:0.996972	test-auc:0.99423	validation-auc:0.99428
[5]	train-auc:0.997172	test-auc:0.994231	validation-auc:0.99426
[6]	train-auc:0.997353	test-auc:0.994296	validation-auc:0.99433
[7]	train-auc:0.997509	test-auc:0.994446	validation-auc:0.994356
[8]	train-auc:0.997638	test-auc:0.99452	validation-auc:0.994416
[9]	train-auc:0.997781	test-auc:0.994631	validation-auc:0.994488
[10]	train-auc:0.997869	test-auc:0.994671	validation-auc:0.994508
[11]	train-auc:0.997938	test-auc:0.994694	validation-auc:0.994544
Stopping. Best iteration:
[1]	train-auc:0.996059	test-auc:0.994282	validation-auc:0.994695


Validation progress:

{
    "test": {
        "auc": [
            0.994383, 
            0.994282, 
            0.994301, 
            0.994432, 
            0.99423, 
            0.994231, 
            0.994296, 
            0.994446, 
            0.99452, 
            0.994631, 
            0.994671
        ]
    }, 
    "train": {
        "auc": [
            0.995468, 
            0.996059, 
            0.996495, 
            0.996803, 
            0.996972, 
            0.997172, 
            0.997353, 
            0.997509, 
            0.997638, 
            0.997781, 
            0.997869
        ]
    }, 
    "validation": {
        "auc": [
            0.994637, 
            0.994695, 
            0.994469, 
            0.994592, 
            0.99428, 
            0.99426, 
            0.99433, 
            0.994356, 
            0.994416, 
            0.994488, 
            0.994508
        ]
    }
}



[0]	train-auc:0.995095	test-auc:0.993993
[1]	train-auc:0.995889	test-auc:0.994141

Post-validation progress:

{
    "test": {
        "auc": [
            0.993993, 
            0.994141
        ]
    }, 
    "train": {
        "auc": [
            0.995095, 
            0.995889
        ]
    }
}



Chunk 3 processed!


Total data:
Total Events	=	2000000 (B/S= 1671100 / 328900 = 5.08)
BackgroundSumW/SignalSumW 	=	119146784.000000 / 960686.687500	=	124.022522
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119219912.000000 / 960686.687500	=	124.098640

Training data:
Total Events	=	819742 (B/S= 685068 / 134674 = 5.09)
BackgroundSumW/SignalSumW 	=	48607180.000000 / 391697.500000	=	124.093666
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48617780.000000 / 391697.500000	=	124.120728

Validation data:
Total Events	=	580124 (B/S= 484877 / 95247 = 5.09)
BackgroundSumW/SignalSumW 	=	34599972.000000 / 278650.437500	=	124.169807
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34647832.000000 / 278650.437500	=	124.341568

Test data:
Total Events	=	600134 (B/S= 501155 / 98979 = 5.06)
BackgroundSumW/SignalSumW 	=	35939620.000000 / 290338.531250	=	123.785225
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35954288.000000 / 290338.531250	=	123.835747


[0]	train-auc:0.995482	test-auc:0.992952	validation-auc:0.993134
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.995861	test-auc:0.992956	validation-auc:0.993172
[2]	train-auc:0.996315	test-auc:0.992726	validation-auc:0.993057
[3]	train-auc:0.996709	test-auc:0.992783	validation-auc:0.993198
[4]	train-auc:0.996974	test-auc:0.992795	validation-auc:0.993375
[5]	train-auc:0.997279	test-auc:0.992904	validation-auc:0.993781
[6]	train-auc:0.997505	test-auc:0.992961	validation-auc:0.993868
[7]	train-auc:0.997695	test-auc:0.993114	validation-auc:0.993948
[8]	train-auc:0.997855	test-auc:0.993159	validation-auc:0.993978
[9]	train-auc:0.997986	test-auc:0.993169	validation-auc:0.994083
[10]	train-auc:0.998092	test-auc:0.993185	validation-auc:0.994122
[11]	train-auc:0.998177	test-auc:0.993235	validation-auc:0.994178
[12]	train-auc:0.998249	test-auc:0.993276	validation-auc:0.994254
[13]	train-auc:0.998305	test-auc:0.993299	validation-auc:0.994286
[14]	train-auc:0.998354	test-auc:0.993318	validation-auc:0.994216
[15]	train-auc:0.998406	test-auc:0.993387	validation-auc:0.994239
[16]	train-auc:0.998441	test-auc:0.993424	validation-auc:0.994268
[17]	train-auc:0.998475	test-auc:0.993466	validation-auc:0.99431
[18]	train-auc:0.998498	test-auc:0.993527	validation-auc:0.994372
[19]	train-auc:0.998525	test-auc:0.993577	validation-auc:0.994403
[20]	train-auc:0.998548	test-auc:0.993626	validation-auc:0.994485
[21]	train-auc:0.998566	test-auc:0.993651	validation-auc:0.994507
[22]	train-auc:0.998583	test-auc:0.99367	validation-auc:0.994544
[23]	train-auc:0.998596	test-auc:0.993691	validation-auc:0.994568
[24]	train-auc:0.998607	test-auc:0.993716	validation-auc:0.994579
[25]	train-auc:0.998616	test-auc:0.993751	validation-auc:0.994612
[26]	train-auc:0.998625	test-auc:0.993766	validation-auc:0.994622
[27]	train-auc:0.998631	test-auc:0.993836	validation-auc:0.994633
[28]	train-auc:0.998638	test-auc:0.993872	validation-auc:0.994648
[29]	train-auc:0.998639	test-auc:0.99389	validation-auc:0.994671
[30]	train-auc:0.998642	test-auc:0.993928	validation-auc:0.994708
[31]	train-auc:0.998645	test-auc:0.993947	validation-auc:0.994709
[32]	train-auc:0.99865	test-auc:0.993956	validation-auc:0.994722
[33]	train-auc:0.998653	test-auc:0.993973	validation-auc:0.994725
[34]	train-auc:0.998656	test-auc:0.993991	validation-auc:0.994741
[35]	train-auc:0.99866	test-auc:0.994027	validation-auc:0.994769
[36]	train-auc:0.998663	test-auc:0.994067	validation-auc:0.994787
[37]	train-auc:0.998691	test-auc:0.994069	validation-auc:0.994801
[38]	train-auc:0.998691	test-auc:0.994077	validation-auc:0.994805
[39]	train-auc:0.998697	test-auc:0.994075	validation-auc:0.99482
[40]	train-auc:0.998705	test-auc:0.994096	validation-auc:0.994844
[41]	train-auc:0.998723	test-auc:0.994105	validation-auc:0.994866
[42]	train-auc:0.998724	test-auc:0.99411	validation-auc:0.994868
[43]	train-auc:0.998734	test-auc:0.994134	validation-auc:0.994871
[44]	train-auc:0.99874	test-auc:0.994156	validation-auc:0.994873
[45]	train-auc:0.99877	test-auc:0.994188	validation-auc:0.994888
[46]	train-auc:0.998771	test-auc:0.994202	validation-auc:0.994898
[47]	train-auc:0.998775	test-auc:0.994221	validation-auc:0.994911
[48]	train-auc:0.998794	test-auc:0.994229	validation-auc:0.994911
[49]	train-auc:0.998834	test-auc:0.994276	validation-auc:0.994914
[50]	train-auc:0.998834	test-auc:0.994282	validation-auc:0.994921
[51]	train-auc:0.998834	test-auc:0.994302	validation-auc:0.994928
[52]	train-auc:0.998846	test-auc:0.994317	validation-auc:0.994932
[53]	train-auc:0.998857	test-auc:0.994308	validation-auc:0.994919
[54]	train-auc:0.99886	test-auc:0.994333	validation-auc:0.994936
[55]	train-auc:0.998862	test-auc:0.994367	validation-auc:0.994935
[56]	train-auc:0.998868	test-auc:0.994379	validation-auc:0.994947
[57]	train-auc:0.998881	test-auc:0.994373	validation-auc:0.994961
[58]	train-auc:0.9989	test-auc:0.994388	validation-auc:0.994969
[59]	train-auc:0.998902	test-auc:0.994389	validation-auc:0.994965
[60]	train-auc:0.998907	test-auc:0.994387	validation-auc:0.994971
[61]	train-auc:0.998907	test-auc:0.994405	validation-auc:0.994981
[62]	train-auc:0.99891	test-auc:0.99443	validation-auc:0.994988
[63]	train-auc:0.998917	test-auc:0.994453	validation-auc:0.994966
[64]	train-auc:0.998918	test-auc:0.994482	validation-auc:0.994972
[65]	train-auc:0.998921	test-auc:0.994494	validation-auc:0.994978
[66]	train-auc:0.998922	test-auc:0.9945	validation-auc:0.994985
[67]	train-auc:0.998922	test-auc:0.994508	validation-auc:0.994985
[68]	train-auc:0.998923	test-auc:0.994529	validation-auc:0.994987
[69]	train-auc:0.998924	test-auc:0.994537	validation-auc:0.994988
[70]	train-auc:0.998924	test-auc:0.994543	validation-auc:0.994997
[71]	train-auc:0.998926	test-auc:0.994553	validation-auc:0.995005
[72]	train-auc:0.998953	test-auc:0.994552	validation-auc:0.995018
[73]	train-auc:0.998997	test-auc:0.99458	validation-auc:0.995029
[74]	train-auc:0.999004	test-auc:0.994586	validation-auc:0.995031
[75]	train-auc:0.998996	test-auc:0.994585	validation-auc:0.995039
[76]	train-auc:0.998996	test-auc:0.994585	validation-auc:0.995025
[77]	train-auc:0.99903	test-auc:0.994581	validation-auc:0.995021
[78]	train-auc:0.999043	test-auc:0.994594	validation-auc:0.995023
[79]	train-auc:0.999052	test-auc:0.994606	validation-auc:0.99502
[80]	train-auc:0.999057	test-auc:0.994616	validation-auc:0.99502
[81]	train-auc:0.999072	test-auc:0.994623	validation-auc:0.995018
[82]	train-auc:0.999071	test-auc:0.994635	validation-auc:0.995007
[83]	train-auc:0.999081	test-auc:0.994645	validation-auc:0.995016
[84]	train-auc:0.999087	test-auc:0.994657	validation-auc:0.995017
[85]	train-auc:0.999097	test-auc:0.994654	validation-auc:0.995014
Stopping. Best iteration:
[75]	train-auc:0.998996	test-auc:0.994585	validation-auc:0.995039


Validation progress:

{
    "test": {
        "auc": [
            0.992952, 
            0.992956, 
            0.992726, 
            0.992783, 
            0.992795, 
            0.992904, 
            0.992961, 
            0.993114, 
            0.993159, 
            0.993169, 
            0.993185, 
            0.993235, 
            0.993276, 
            0.993299, 
            0.993318, 
            0.993387, 
            0.993424, 
            0.993466, 
            0.993527, 
            0.993577, 
            0.993626, 
            0.993651, 
            0.99367, 
            0.993691, 
            0.993716, 
            0.993751, 
            0.993766, 
            0.993836, 
            0.993872, 
            0.99389, 
            0.993928, 
            0.993947, 
            0.993956, 
            0.993973, 
            0.993991, 
            0.994027, 
            0.994067, 
            0.994069, 
            0.994077, 
            0.994075, 
            0.994096, 
            0.994105, 
            0.99411, 
            0.994134, 
            0.994156, 
            0.994188, 
            0.994202, 
            0.994221, 
            0.994229, 
            0.994276, 
            0.994282, 
            0.994302, 
            0.994317, 
            0.994308, 
            0.994333, 
            0.994367, 
            0.994379, 
            0.994373, 
            0.994388, 
            0.994389, 
            0.994387, 
            0.994405, 
            0.99443, 
            0.994453, 
            0.994482, 
            0.994494, 
            0.9945, 
            0.994508, 
            0.994529, 
            0.994537, 
            0.994543, 
            0.994553, 
            0.994552, 
            0.99458, 
            0.994586, 
            0.994585, 
            0.994585, 
            0.994581, 
            0.994594, 
            0.994606, 
            0.994616, 
            0.994623, 
            0.994635, 
            0.994645, 
            0.994657
        ]
    }, 
    "train": {
        "auc": [
            0.995482, 
            0.995861, 
            0.996315, 
            0.996709, 
            0.996974, 
            0.997279, 
            0.997505, 
            0.997695, 
            0.997855, 
            0.997986, 
            0.998092, 
            0.998177, 
            0.998249, 
            0.998305, 
            0.998354, 
            0.998406, 
            0.998441, 
            0.998475, 
            0.998498, 
            0.998525, 
            0.998548, 
            0.998566, 
            0.998583, 
            0.998596, 
            0.998607, 
            0.998616, 
            0.998625, 
            0.998631, 
            0.998638, 
            0.998639, 
            0.998642, 
            0.998645, 
            0.99865, 
            0.998653, 
            0.998656, 
            0.99866, 
            0.998663, 
            0.998691, 
            0.998691, 
            0.998697, 
            0.998705, 
            0.998723, 
            0.998724, 
            0.998734, 
            0.99874, 
            0.99877, 
            0.998771, 
            0.998775, 
            0.998794, 
            0.998834, 
            0.998834, 
            0.998834, 
            0.998846, 
            0.998857, 
            0.99886, 
            0.998862, 
            0.998868, 
            0.998881, 
            0.9989, 
            0.998902, 
            0.998907, 
            0.998907, 
            0.99891, 
            0.998917, 
            0.998918, 
            0.998921, 
            0.998922, 
            0.998922, 
            0.998923, 
            0.998924, 
            0.998924, 
            0.998926, 
            0.998953, 
            0.998997, 
            0.999004, 
            0.998996, 
            0.998996, 
            0.99903, 
            0.999043, 
            0.999052, 
            0.999057, 
            0.999072, 
            0.999071, 
            0.999081, 
