************************************************************************************************************************************************

2020-08-16 23:39:53
Starting photon ID training BDT

inFilePath	=	/hdfs/cms/user/wadud/anTGC/BDTdata/mergedSamplesShuffled.root
saveDir		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p1Alpha0/
inTreeName	=	fullEB_Tree
chunksize	=	2000000
logFile		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p1Alpha0//trainWithTune_2020_08_16_23_39_53.log

BDT input features (17) :
['phoE1x3OESCrFull5x5', 'phoE2ndOE3x3Full5x5', 'phoE2ndOESCrFull5x5', 'phoE2ndOEmaxFull5x5', 'phoE2x5OESCrFull5x5', 'phoE5x5OESCrFull5x5', 'phoEmaxOE3x3Full5x5', 'phoEmaxOESCrFull5x5', 'phoEtaWOPhiWFull5x5', 'phoEtaWidth', 'phoPhiWidth', 'phoR9Full5x5', 'phoS4Full5x5', 'phoSieieOSipipFull5x5', 'phoSigmaIEtaIEta', 'phoSigmaIEtaIPhi', 'phoSigmaIPhiIPhi']



Training with params:
{'eval_metric': 'auc', 'sampling_method': 'uniform', 'alpha': 0.0, 'tree_method': 'exact', 'booster': 'gbtree', 'colsample_bytree': 0.5, 'verbosity': 1, 'nthread': -1, 'min_child_weight': 1.8, 'predictor': 'cpu_predictor', 'subsample': 0.5, 'eta': 0.1, 'objective': 'binary:logistic', 'max_depth': 22, 'gamma': 0.05}




Total data:
Total Events	=	2000000 (B/S= 1672280 / 327720 = 5.10)
BackgroundSumW/SignalSumW 	=	118920104.000000 / 962626.812500	=	123.537079
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	118959856.000000 / 962626.812500	=	123.578377

Training data:
Total Events	=	819550 (B/S= 684955 / 134595 = 5.09)
BackgroundSumW/SignalSumW 	=	48728768.000000 / 396644.968750	=	122.852356
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48750264.000000 / 396644.968750	=	122.906548

Validation data:
Total Events	=	579872 (B/S= 485148 / 94724 = 5.12)
BackgroundSumW/SignalSumW 	=	34831516.000000 / 277818.906250	=	125.374893
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34816180.000000 / 277818.906250	=	125.319695

Test data:
Total Events	=	600578 (B/S= 502177 / 98401 = 5.10)
BackgroundSumW/SignalSumW 	=	35359820.000000 / 288163.031250	=	122.707687
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35393416.000000 / 288163.031250	=	122.824280


[0]	train-auc:0.996068	test-auc:0.993431	validation-auc:0.993315
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	49373160.000000 / 391636.093750	=	126.068970

Validation data:
Total Events	=	579881 (B/S= 484905 / 94976 = 5.11)
BackgroundSumW/SignalSumW 	=	34338536.000000 / 274380.843750	=	125.149178
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34320340.000000 / 274380.843750	=	125.082855

Test data:
Total Events	=	599563 (B/S= 501574 / 97989 = 5.12)
BackgroundSumW/SignalSumW 	=	36028376.000000 / 286319.937500	=	125.832581
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	36060152.000000 / 286319.937500	=	125.943558


[0]	train-auc:0.998304	test-auc:0.997414	validation-auc:0.997435
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.99866	test-auc:0.997251	validation-auc:0.997295
[2]	train-auc:0.998878	test-auc:0.997201	validation-auc:0.997246
[3]	train-auc:0.999014	test-auc:0.997143	validation-auc:0.997192
[4]	train-auc:0.999166	test-auc:0.997131	validation-auc:0.997263
[5]	train-auc:0.999294	test-auc:0.997093	validation-auc:0.997278
[6]	train-auc:0.999396	test-auc:0.997115	validation-auc:0.997272
[7]	train-auc:0.999492	test-auc:0.997124	validation-auc:0.997279
[8]	train-auc:0.999574	test-auc:0.997123	validation-auc:0.997294
[9]	train-auc:0.99965	test-auc:0.997122	validation-auc:0.997287
[10]	train-auc:0.999709	test-auc:0.997116	validation-auc:0.997285
Stopping. Best iteration:
[0]	train-auc:0.998304	test-auc:0.997414	validation-auc:0.997435


Validation progress:

{
    "test": {
        "auc": [
            0.997414, 
            0.997251, 
            0.997201, 
            0.997143, 
            0.997131, 
            0.997093, 
            0.997115, 
            0.997124, 
            0.997123, 
            0.997122
        ]
    }, 
    "train": {
        "auc": [
            0.998304, 
            0.99866, 
            0.998878, 
            0.999014, 
            0.999166, 
            0.999294, 
            0.999396, 
            0.999492, 
            0.999574, 
            0.99965
        ]
    }, 
    "validation": {
        "auc": [
            0.997435, 
            0.997295, 
            0.997246, 
            0.997192, 
            0.997263, 
            0.997278, 
            0.997272, 
            0.997279, 
            0.997294, 
            0.997287
        ]
    }
}



[0]	train-auc:0.997303	test-auc:0.996847

Post-validation progress:

{
    "test": {
        "auc": [
            0.996847
        ]
    }, 
    "train": {
        "auc": [
            0.997303
        ]
    }
}



Chunk 1 processed!


Total data:
Total Events	=	2000000 (B/S= 1671596 / 328404 = 5.09)
BackgroundSumW/SignalSumW 	=	119429912.000000 / 953133.312500	=	125.302422
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119394792.000000 / 953133.312500	=	125.265572

Training data:
Total Events	=	820407 (B/S= 685194 / 135213 = 5.07)
BackgroundSumW/SignalSumW 	=	48931420.000000 / 395665.343750	=	123.668701
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48915464.000000 / 395665.343750	=	123.628380

Validation data:
Total Events	=	580885 (B/S= 485943 / 94942 = 5.12)
BackgroundSumW/SignalSumW 	=	34736480.000000 / 273824.375000	=	126.856789
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34768452.000000 / 273824.375000	=	126.973549

Test data:
Total Events	=	598708 (B/S= 500459 / 98249 = 5.09)
BackgroundSumW/SignalSumW 	=	35761992.000000 / 283643.437500	=	126.080803
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35710892.000000 / 283643.437500	=	125.900642


[0]	train-auc:0.997227	test-auc:0.995714	validation-auc:0.995772
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.997543	test-auc:0.995625	validation-auc:0.995707
[2]	train-auc:0.997814	test-auc:0.995637	validation-auc:0.995647
[3]	train-auc:0.998003	test-auc:0.99565	validation-auc:0.995601
[4]	train-auc:0.998161	test-auc:0.99566	validation-auc:0.995577
[5]	train-auc:0.998323	test-auc:0.995666	validation-auc:0.995573
[6]	train-auc:0.998475	test-auc:0.99573	validation-auc:0.995571
[7]	train-auc:0.998585	test-auc:0.995762	validation-auc:0.995608
[8]	train-auc:0.99869	test-auc:0.995764	validation-auc:0.99562
[9]	train-auc:0.99877	test-auc:0.995768	validation-auc:0.995631
[10]	train-auc:0.998841	test-auc:0.995777	validation-auc:0.99563
Stopping. Best iteration:
[0]	train-auc:0.997227	test-auc:0.995714	validation-auc:0.995772


Validation progress:

{
    "test": {
        "auc": [
            0.995714, 
            0.995625, 
            0.995637, 
            0.99565, 
            0.99566, 
            0.995666, 
            0.99573, 
            0.995762, 
            0.995764, 
            0.995768
        ]
    }, 
    "train": {
        "auc": [
            0.997227, 
            0.997543, 
            0.997814, 
            0.998003, 
            0.998161, 
            0.998323, 
            0.998475, 
            0.998585, 
            0.99869, 
            0.99877
        ]
    }, 
    "validation": {
        "auc": [
            0.995772, 
            0.995707, 
            0.995647, 
            0.995601, 
            0.995577, 
            0.995573, 
            0.995571, 
            0.995608, 
            0.99562, 
            0.995631
        ]
    }
}



[0]	train-auc:0.995184	test-auc:0.995169

Post-validation progress:

{
    "test": {
        "auc": [
            0.995169
        ]
    }, 
    "train": {
        "auc": [
            0.995184
        ]
    }
}



Chunk 2 processed!


Total data:
Total Events	=	2000000 (B/S= 1671417 / 328583 = 5.09)
BackgroundSumW/SignalSumW 	=	119300864.000000 / 955788.187500	=	124.819351
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119313904.000000 / 955788.187500	=	124.833000

Training data:
Total Events	=	819813 (B/S= 685184 / 134629 = 5.09)
BackgroundSumW/SignalSumW 	=	48727980.000000 / 390602.000000	=	124.750977
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48767740.000000 / 390602.000000	=	124.852768

Validation data:
Total Events	=	580850 (B/S= 485366 / 95484 = 5.08)
BackgroundSumW/SignalSumW 	=	34464016.000000 / 281335.500000	=	122.501480
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34450308.000000 / 281335.500000	=	122.452759

Test data:
Total Events	=	599337 (B/S= 500867 / 98470 = 5.09)
BackgroundSumW/SignalSumW 	=	36108880.000000 / 283850.562500	=	127.210884
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	36095796.000000 / 283850.562500	=	127.164787


[0]	train-auc:0.995649	test-auc:0.994904	validation-auc:0.993564
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.995755	test-auc:0.994665	validation-auc:0.993428
[2]	train-auc:0.996067	test-auc:0.99459	validation-auc:0.993302
[3]	train-auc:0.996319	test-auc:0.994612	validation-auc:0.993362
[4]	train-auc:0.996486	test-auc:0.994663	validation-auc:0.993325
[5]	train-auc:0.996671	test-auc:0.994725	validation-auc:0.993338
[6]	train-auc:0.996813	test-auc:0.994737	validation-auc:0.993338
[7]	train-auc:0.996912	test-auc:0.994757	validation-auc:0.99334
[8]	train-auc:0.997021	test-auc:0.994769	validation-auc:0.993354
[9]	train-auc:0.997112	test-auc:0.994769	validation-auc:0.993432
[10]	train-auc:0.997175	test-auc:0.994782	validation-auc:0.993469
Stopping. Best iteration:
[0]	train-auc:0.995649	test-auc:0.994904	validation-auc:0.993564


Validation progress:

{
    "test": {
        "auc": [
            0.994904, 
            0.994665, 
            0.99459, 
            0.994612, 
            0.994663, 
            0.994725, 
            0.994737, 
            0.994757, 
            0.994769, 
            0.994769
        ]
    }, 
    "train": {
        "auc": [
            0.995649, 
            0.995755, 
            0.996067, 
            0.996319, 
            0.996486, 
            0.996671, 
            0.996813, 
            0.996912, 
            0.997021, 
            0.997112
        ]
    }, 
    "validation": {
        "auc": [
            0.993564, 
            0.993428, 
            0.993302, 
            0.993362, 
            0.993325, 
            0.993338, 
            0.993338, 
            0.99334, 
            0.993354, 
            0.993432
        ]
    }
}



[0]	train-auc:0.994914	test-auc:0.995146

Post-validation progress:

{
    "test": {
        "auc": [
            0.995146
        ]
    }, 
    "train": {
        "auc": [
            0.994914
        ]
    }
}



Chunk 3 processed!


Total data:
Total Events	=	2000000 (B/S= 1671100 / 328900 = 5.08)
BackgroundSumW/SignalSumW 	=	119146784.000000 / 960686.687500	=	124.022522
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119219912.000000 / 960686.687500	=	124.098640

Training data:
Total Events	=	819742 (B/S= 685068 / 134674 = 5.09)
BackgroundSumW/SignalSumW 	=	48607180.000000 / 391697.500000	=	124.093666
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48617780.000000 / 391697.500000	=	124.120728

Validation data:
Total Events	=	580124 (B/S= 484877 / 95247 = 5.09)
BackgroundSumW/SignalSumW 	=	34599972.000000 / 278650.437500	=	124.169807
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34647832.000000 / 278650.437500	=	124.341568

Test data:
Total Events	=	600134 (B/S= 501155 / 98979 = 5.06)
BackgroundSumW/SignalSumW 	=	35939620.000000 / 290338.531250	=	123.785225
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35954288.000000 / 290338.531250	=	123.835747


[0]	train-auc:0.994682	test-auc:0.993853	validation-auc:0.994581
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.995072	test-auc:0.993855	validation-auc:0.994528
[2]	train-auc:0.995485	test-auc:0.993808	validation-auc:0.994398
[3]	train-auc:0.995802	test-auc:0.993828	validation-auc:0.994398
[4]	train-auc:0.996045	test-auc:0.99388	validation-auc:0.994408
[5]	train-auc:0.996256	test-auc:0.993916	validation-auc:0.994418
[6]	train-auc:0.996425	test-auc:0.993924	validation-auc:0.994451
[7]	train-auc:0.996597	test-auc:0.993944	validation-auc:0.994439
[8]	train-auc:0.996728	test-auc:0.993966	validation-auc:0.994479
[9]	train-auc:0.996846	test-auc:0.994002	validation-auc:0.994511
[10]	train-auc:0.996919	test-auc:0.994035	validation-auc:0.99457
Stopping. Best iteration:
[0]	train-auc:0.994682	test-auc:0.993853	validation-auc:0.994581


Validation progress:

{
    "test": {
        "auc": [
            0.993853, 
            0.993855, 
            0.993808, 
            0.993828, 
            0.99388, 
            0.993916, 
            0.993924, 
            0.993944, 
            0.993966, 
            0.994002
        ]
    }, 
    "train": {
        "auc": [
            0.994682, 
            0.995072, 
            0.995485, 
            0.995802, 
            0.996045, 
            0.996256, 
            0.996425, 
            0.996597, 
            0.996728, 
            0.996846
        ]
    }, 
    "validation": {
        "auc": [
            0.994581, 
            0.994528, 
            0.994398, 
            0.994398, 
            0.994408, 
            0.994418, 
            0.994451, 
            0.994439, 
            0.994479, 
            0.994511
        ]
    }
}



[0]	train-auc:0.994891	test-auc:0.994278

Post-validation progress:

{
    "test": {
        "auc": [
            0.994278
        ]
    }, 
    "train": {
        "auc": [
            0.994891
        ]
    }
}



Chunk 4 processed!


Total data:
Total Events	=	2000000 (B/S= 1671802 / 328198 = 5.09)
BackgroundSumW/SignalSumW 	=	119492888.000000 / 953362.625000	=	125.338341
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119387688.000000 / 953362.625000	=	125.227989

Training data:
Total Events	=	819895 (B/S= 685319 / 134576 = 5.09)
BackgroundSumW/SignalSumW 	=	48657552.000000 / 389951.000000	=	124.778633
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48614016.000000 / 389951.000000	=	124.666985

Validation data:
Total Events	=	580524 (B/S= 484944 / 95580 = 5.07)
BackgroundSumW/SignalSumW 	=	35047688.000000 / 280688.031250	=	124.863495
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34988176.000000 / 280688.031250	=	124.651474

Test data:
Total Events	=	599581 (B/S= 501539 / 98042 = 5.12)
BackgroundSumW/SignalSumW 	=	35787632.000000 / 282723.718750	=	126.581642
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35785476.000000 / 282723.718750	=	126.574013


[0]	train-auc:0.994345	test-auc:0.992447	validation-auc:0.99328
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.994618	test-auc:0.992343	validation-auc:0.993145
[2]	train-auc:0.994987	test-auc:0.992237	validation-auc:0.993057
[3]	train-auc:0.995283	test-auc:0.992206	validation-auc:0.993103
[4]	train-auc:0.995522	test-auc:0.992215	validation-auc:0.993158
[5]	train-auc:0.995721	test-auc:0.992259	validation-auc:0.99323
[6]	train-auc:0.995882	test-auc:0.992296	validation-auc:0.993291
[7]	train-auc:0.996023	test-auc:0.992352	validation-auc:0.993353
[8]	train-auc:0.996172	test-auc:0.992364	validation-auc:0.993415
[9]	train-auc:0.996282	test-auc:0.99238	validation-auc:0.993411
[10]	train-auc:0.996395	test-auc:0.992398	validation-auc:0.993463
[11]	train-auc:0.99647	test-auc:0.992426	validation-auc:0.993489
[12]	train-auc:0.996553	test-auc:0.992445	validation-auc:0.993545
[13]	train-auc:0.996623	test-auc:0.992488	validation-auc:0.993555
[14]	train-auc:0.996674	test-auc:0.992509	validation-auc:0.993573
[15]	train-auc:0.996716	test-auc:0.992524	validation-auc:0.993608
[16]	train-auc:0.99675	test-auc:0.992539	validation-auc:0.993629
[17]	train-auc:0.996785	test-auc:0.992592	validation-auc:0.993666
[18]	train-auc:0.996822	test-auc:0.992628	validation-auc:0.993721
[19]	train-auc:0.99684	test-auc:0.992629	validation-auc:0.993707
[20]	train-auc:0.996865	test-auc:0.992648	validation-auc:0.993697
[21]	train-auc:0.996894	test-auc:0.992673	validation-auc:0.993722
[22]	train-auc:0.996929	test-auc:0.99271	validation-auc:0.993759
[23]	train-auc:0.996976	test-auc:0.992726	validation-auc:0.993759
[24]	train-auc:0.997323	test-auc:0.992976	validation-auc:0.993774
[25]	train-auc:0.997412	test-auc:0.993261	validation-auc:0.993816
[26]	train-auc:0.997458	test-auc:0.993351	validation-auc:0.993817
[27]	train-auc:0.997501	test-auc:0.993443	validation-auc:0.994017
[28]	train-auc:0.997538	test-auc:0.993553	validation-auc:0.994066
[29]	train-auc:0.997693	test-auc:0.993623	validation-auc:0.994071
[30]	train-auc:0.997829	test-auc:0.993775	validation-auc:0.994182
[31]	train-auc:0.998034	test-auc:0.994167	validation-auc:0.994337
[32]	train-auc:0.998081	test-auc:0.994164	validation-auc:0.994359
[33]	train-auc:0.998111	test-auc:0.994216	validation-auc:0.994356
[34]	train-auc:0.998175	test-auc:0.994304	validation-auc:0.994389
[35]	train-auc:0.998185	test-auc:0.994337	validation-auc:0.994431
[36]	train-auc:0.998194	test-auc:0.994389	validation-auc:0.994512
[37]	train-auc:0.998202	test-auc:0.994415	validation-auc:0.994534
[38]	train-auc:0.99821	test-auc:0.994435	validation-auc:0.994559
[39]	train-auc:0.998219	test-auc:0.994448	validation-auc:0.994585
[40]	train-auc:0.998225	test-auc:0.99447	validation-auc:0.994604
[41]	train-auc:0.998254	test-auc:0.994474	validation-auc:0.994626
[42]	train-auc:0.998267	test-auc:0.994471	validation-auc:0.994622
[43]	train-auc:0.998297	test-auc:0.994517	validation-auc:0.994695
[44]	train-auc:0.998308	test-auc:0.99455	validation-auc:0.994706
[45]	train-auc:0.998321	test-auc:0.994552	validation-auc:0.994712
[46]	train-auc:0.998417	test-auc:0.994577	validation-auc:0.994717
[47]	train-auc:0.998459	test-auc:0.994592	validation-auc:0.994769
[48]	train-auc:0.998489	test-auc:0.994615	validation-auc:0.994777
[49]	train-auc:0.99849	test-auc:0.994672	validation-auc:0.9948
[50]	train-auc:0.998502	test-auc:0.994694	validation-auc:0.994819
[51]	train-auc:0.998511	test-auc:0.994742	validation-auc:0.994843
[52]	train-auc:0.998604	test-auc:0.994834	validation-auc:0.994935
[53]	train-auc:0.998608	test-auc:0.994856	validation-auc:0.994953
[54]	train-auc:0.998616	test-auc:0.99486	validation-auc:0.995008
[55]	train-auc:0.998622	test-auc:0.994868	validation-auc:0.995018
[56]	train-auc:0.99864	test-auc:0.994891	validation-auc:0.995019
[57]	train-auc:0.998666	test-auc:0.994925	validation-auc:0.995074
[58]	train-auc:0.998673	test-auc:0.994925	validation-auc:0.995076
[59]	train-auc:0.998681	test-auc:0.994932	validation-auc:0.995076
[60]	train-auc:0.998688	test-auc:0.994942	validation-auc:0.995082
[61]	train-auc:0.998695	test-auc:0.994954	validation-auc:0.995095
[62]	train-auc:0.998704	test-auc:0.994959	validation-auc:0.995098
[63]	train-auc:0.998707	test-auc:0.994962	validation-auc:0.995098
[64]	train-auc:0.998728	test-auc:0.994993	validation-auc:0.995106
[65]	train-auc:0.998737	test-auc:0.995014	validation-auc:0.995109
[66]	train-auc:0.998755	test-auc:0.99505	validation-auc:0.99516
[67]	train-auc:0.99876	test-auc:0.995061	validation-auc:0.995171
[68]	train-auc:0.998769	test-auc:0.995064	validation-auc:0.995182
[69]	train-auc:0.998772	test-auc:0.99507	validation-auc:0.995188
[70]	train-auc:0.998778	test-auc:0.995093	validation-auc:0.995234
[71]	train-auc:0.998784	test-auc:0.99509	validation-auc:0.995238
[72]	train-auc:0.998785	test-auc:0.995103	validation-auc:0.995242
[73]	train-auc:0.998789	test-auc:0.995094	validation-auc:0.995246
[74]	train-auc:0.998795	test-auc:0.995093	validation-auc:0.995231
[75]	train-auc:0.998796	test-auc:0.995103	validation-auc:0.995235
[76]	train-auc:0.998809	test-auc:0.995105	validation-auc:0.995273
[77]	train-auc:0.998817	test-auc:0.99511	validation-auc:0.995287
[78]	train-auc:0.998823	test-auc:0.995108	validation-auc:0.99529
[79]	train-auc:0.99883	test-auc:0.995114	validation-auc:0.995306
[80]	train-auc:0.998832	test-auc:0.995124	validation-auc:0.995318
[81]	train-auc:0.998843	test-auc:0.995134	validation-auc:0.995314
[82]	train-auc:0.998848	test-auc:0.995148	validation-auc:0.995329
[83]	train-auc:0.998903	test-auc:0.995146	validation-auc:0.995333
[84]	train-auc:0.998899	test-auc:0.995141	validation-auc:0.995306
[85]	train-auc:0.998922	test-auc:0.99517	validation-auc:0.995317
[86]	train-auc:0.998928	test-auc:0.995164	validation-auc:0.995322
[87]	train-auc:0.998929	test-auc:0.995161	validation-auc:0.995326
[88]	train-auc:0.998933	test-auc:0.995159	validation-auc:0.995341
[89]	train-auc:0.998938	test-auc:0.995182	validation-auc:0.995351
[90]	train-auc:0.998978	test-auc:0.995175	validation-auc:0.995356
[91]	train-auc:0.998998	test-auc:0.995174	validation-auc:0.995359
[92]	train-auc:0.999014	test-auc:0.995183	validation-auc:0.995358
[93]	train-auc:0.999052	test-auc:0.995187	validation-auc:0.995362
[94]	train-auc:0.999084	test-auc:0.995202	validation-auc:0.995369
[95]	train-auc:0.999154	test-auc:0.995208	validation-auc:0.995367
[96]	train-auc:0.999166	test-auc:0.995217	validation-auc:0.995372
[97]	train-auc:0.999152	test-auc:0.995217	validation-auc:0.995382
[98]	train-auc:0.999153	test-auc:0.995217	validation-auc:0.995383
[99]	train-auc:0.999157	test-auc:0.995222	validation-auc:0.995406
[100]	train-auc:0.999177	test-auc:0.995228	validation-auc:0.995408
[101]	train-auc:0.99922	test-auc:0.995225	validation-auc:0.995399
[102]	train-auc:0.999238	test-auc:0.995233	validation-auc:0.995412
[103]	train-auc:0.999249	test-auc:0.995235	validation-auc:0.995418
[104]	train-auc:0.999245	test-auc:0.995233	validation-auc:0.995419
[105]	train-auc:0.999251	test-auc:0.995248	validation-auc:0.995433
[106]	train-auc:0.999257	test-auc:0.995255	validation-auc:0.995429
